algorithm,metric,statistic,mean,margin_of_error
FedLT uniform,server accuracy,,0.8446155682903534,0.010990407694526527
FedLT uniform,accuracy,avg,0.7860070439350526,0.003329212081128796
FedLT uniform,loss,avg,0.4680041833718618,0.014507439168402358
FedLT uniform,client drift from server,min,2.352782726287842,0.023917509098887013
FedLT uniform,client drift from server,avg,2.4654326907793678,0.008722857820079977
FedLT uniform,client drift from server,max,2.5577215353647866,0.007196885737298153
FedLT uniform,fraction selected clients,,0.20000000000000004,0.0
FedLT uniform,nr gradient calls,avg,48000.0,0.0
FedLT uniform,nr gradient calls,sum,4800000.0,0.0
FedLT uniform,nr sent messages,avg,594.059405940594,0.0
FedLT uniform,nr sent messages,sum,60000.0,0.0
FedLT uniform,nr received messages,avg,594.059405940594,0.0
FedLT uniform,nr received messages,sum,60000.0,0.0
FedLT data-size weighted,server accuracy,,0.8477793696275072,0.0015410647312855685
FedLT data-size weighted,accuracy,avg,0.8030867956064948,0.000882389466611122
FedLT data-size weighted,loss,avg,0.5072841902573902,0.003554143824846534
FedLT data-size weighted,client drift from server,min,2.331739664077759,0.0874225202947998
FedLT data-size weighted,client drift from server,avg,2.444889979362488,0.005704856187453089
FedLT data-size weighted,client drift from server,max,2.5480188528696694,0.037277851546134944
FedLT data-size weighted,fraction selected clients,,0.20000000000000004,0.0
FedLT data-size weighted,nr gradient calls,avg,48000.0,0.0
FedLT data-size weighted,nr gradient calls,sum,4800000.0,0.0
FedLT data-size weighted,nr sent messages,avg,594.059405940594,0.0
FedLT data-size weighted,nr sent messages,sum,60000.0,0.0
FedLT data-size weighted,nr received messages,avg,594.059405940594,0.0
FedLT data-size weighted,nr received messages,sum,60000.0,0.0
