status,search_stage,candidate_id,algorithm_key,algorithm_group,algorithm_name,variant,server_accuracy_mean,server_accuracy_margin_of_error,validation_loss_mean,validation_loss_margin_of_error,elapsed_seconds,error,step_size,num_local_epochs,mu,server_step_size,beta,beta_1,beta_2,tau,use_momentum,use_prox,use_server_momentum,gamma,rho,local_solver,solver_args.beta1,solver_args.beta2,solver_args.epsilon,solver_args.momentum,alpha,eta,skip_probability
ok,random,random_FedOpt_FedAdam_random_00,fedopt,FedOpt,FedAdam,random_00,0.04524539877300614,0.0,3.652623119354248,0.0,886.719,,0.0024223094857724614,8,,0.0677213354470311,,0.5,0.9,0.0001,,,,,,,,,,,,,
ok,random,random_FedOpt_FedAdam_random_01,fedopt,FedOpt,FedAdam,random_01,0.057770961145194276,0.0,3.6968108582496644,0.0,345.984,,0.001672161957573241,3,,0.0001282820062761759,,0.5,0.999,0.001,,,,,,,,,,,,,
ok,random,random_FedOpt_FedAdam_random_02,fedopt,FedOpt,FedAdam,random_02,0.8210633946830266,0.0,0.021063056055572814,0.0,904.07,,0.016454811464286817,8,,0.011563299565463219,,0.9,0.9,0.001,,,,,,,,,,,,,
ok,random,random_FedOpt_FedYogi_random_03,fedopt,FedOpt,FedYogi,random_03,0.6896728016359919,0.0,0.7678875128924847,0.0,639.384,,0.0012599324323894485,5,,0.011097809403425057,,0.9,0.99,0.001,,,,,,,,,,,,,
ok,random,random_FedOpt_FedYogi_random_04,fedopt,FedOpt,FedYogi,random_04,0.7816973415132924,0.0,0.5547703539580107,0.0,390.774,,0.0012974428803349592,3,,0.003910750263212914,,0.0,0.9,0.0001,,,,,,,,,,,,,
ok,random,random_FedOpt_FedYogi_random_05,fedopt,FedOpt,FedYogi,random_05,0.7561349693251533,0.0,0.5343730296939612,0.0,393.405,,0.009637092939531864,3,,0.00019829260905037774,,0.0,0.999,1e-06,,,,,,,,,,,,,
ok,random,random_FedOpt_FedAdagrad_random_06,fedopt,FedOpt,FedAdagrad,random_06,0.06134969325153374,0.0,3.6270165419578553,0.0,255.35,,0.0015385108888574864,2,,0.0016194921998974447,,0.5,,0.001,,,,,,,,,,,,,
ok,random,random_FedOpt_FedYogi_random_07,fedopt,FedOpt,FedYogi,random_07,0.568762781186094,0.0,1.3141068971157075,0.0,233.394,,0.01229677409256375,2,,0.0018583185159272496,,0.0,0.99,0.001,,,,,,,,,,,,,
ok,random,random_FedOpt_FedAdam_random_08,fedopt,FedOpt,FedAdam,random_08,0.8067484662576687,0.0,0.1972705071605742,0.0,234.728,,0.013354781381778818,2,,0.0025680426722265114,,0.5,0.9,1e-06,,,,,,,,,,,,,
ok,random,random_FedOpt_FedAdagrad_random_09,fedopt,FedOpt,FedAdagrad,random_09,0.5038343558282209,0.0,1.6291691970825195,0.0,234.685,,0.014656710137401687,2,,0.0027448014332123565,,0.9,,0.001,,,,,,,,,,,,,
ok,random,random_FedOpt_FedAdam_random_10,fedopt,FedOpt,FedAdam,random_10,0.3070040899795501,0.0,2.0425754308700563,0.0,985.397,,0.0012547169585108656,8,,0.0003271398634029658,,0.0,0.9,0.0001,,,,,,,,,,,,,
ok,random,random_FedOpt_FedAdagrad_random_11,fedopt,FedOpt,FedAdagrad,random_11,0.8197852760736196,0.0,0.11227079640142619,0.0,1244.071,,0.0067983429017150305,10,,0.012469206376049265,,0.5,,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdam_grid_FedAdam_lr_0p00823_e7,fedopt,FedOpt,FedAdam,grid_FedAdam_lr_0p00823_e7,0.8208077709611452,0.0,0.11484489375725389,0.0,804.863,,0.008227405732143409,7,,0.005781649782731609,,0.9,0.9,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdam_grid_FedAdam_lr_0p00823_e7,fedopt,FedOpt,FedAdam,grid_FedAdam_lr_0p00823_e7,0.8236196319018405,0.0,0.05625548127107322,0.0,773.337,,0.008227405732143409,7,,0.011563299565463219,,0.9,0.9,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdam_grid_FedAdam_lr_0p00823_e7,fedopt,FedOpt,FedAdam,grid_FedAdam_lr_0p00823_e7,0.8174846625766872,0.0,0.024566808054223656,0.0,781.37,,0.008227405732143409,7,,0.023126599130926438,,0.9,0.9,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdam_grid_FedAdam_lr_0p00823_e8,fedopt,FedOpt,FedAdam,grid_FedAdam_lr_0p00823_e8,0.8220858895705522,0.0,0.09849946972914041,0.0,878.792,,0.008227405732143409,8,,0.005781649782731609,,0.9,0.9,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdam_grid_FedAdam_lr_0p00823_e8,fedopt,FedOpt,FedAdam,grid_FedAdam_lr_0p00823_e8,0.8220858895705522,0.0,0.04513137742877007,0.0,886.947,,0.008227405732143409,8,,0.011563299565463219,,0.9,0.9,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdam_grid_FedAdam_lr_0p00823_e8,fedopt,FedOpt,FedAdam,grid_FedAdam_lr_0p00823_e8,0.8223415132924335,0.0,0.01840001793927513,0.0,860.308,,0.008227405732143409,8,,0.023126599130926438,,0.9,0.9,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdam_grid_FedAdam_lr_0p00823_e9,fedopt,FedOpt,FedAdam,grid_FedAdam_lr_0p00823_e9,0.8136503067484663,0.0,0.07849582133814692,0.0,851.485,,0.008227405732143409,9,,0.005781649782731609,,0.9,0.9,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdam_grid_FedAdam_lr_0p00823_e9,fedopt,FedOpt,FedAdam,grid_FedAdam_lr_0p00823_e9,0.8185071574642127,0.0,0.04073759610764682,0.0,747.123,,0.008227405732143409,9,,0.011563299565463219,,0.9,0.9,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdam_grid_FedAdam_lr_0p00823_e9,fedopt,FedOpt,FedAdam,grid_FedAdam_lr_0p00823_e9,0.8208077709611452,0.0,0.015020695780985988,0.0,721.762,,0.008227405732143409,9,,0.023126599130926438,,0.9,0.9,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdam_grid_FedAdam_lr_0p0165_e7,fedopt,FedOpt,FedAdam,grid_FedAdam_lr_0p0165_e7,0.8195296523517382,0.0,0.06142650904133916,0.0,485.624,,0.016454811464286817,7,,0.005781649782731609,,0.9,0.9,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdam_grid_FedAdam_lr_0p0165_e7,fedopt,FedOpt,FedAdam,grid_FedAdam_lr_0p0165_e7,0.8333333333333334,0.0,0.02566700500319712,0.0,486.376,,0.016454811464286817,7,,0.011563299565463219,,0.9,0.9,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdam_grid_FedAdam_lr_0p0165_e7,fedopt,FedOpt,FedAdam,grid_FedAdam_lr_0p0165_e7,0.8136503067484663,0.0,0.010089844916074071,0.0,486.03,,0.016454811464286817,7,,0.023126599130926438,,0.9,0.9,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdam_grid_FedAdam_lr_0p0165_e8,fedopt,FedOpt,FedAdam,grid_FedAdam_lr_0p0165_e8,0.8225971370143149,0.0,0.054545372230932115,0.0,504.593,,0.016454811464286817,8,,0.005781649782731609,,0.9,0.9,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdam_grid_FedAdam_lr_0p0165_e8,fedopt,FedOpt,FedAdam,grid_FedAdam_lr_0p0165_e8,0.821319018404908,0.0,0.02551315982709639,0.0,447.228,,0.016454811464286817,8,,0.011563299565463219,,0.9,0.9,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdam_grid_FedAdam_lr_0p0165_e8,fedopt,FedOpt,FedAdam,grid_FedAdam_lr_0p0165_e8,0.816717791411043,0.0,0.008006758472620277,0.0,444.181,,0.016454811464286817,8,,0.023126599130926438,,0.9,0.9,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdam_grid_FedAdam_lr_0p0165_e9,fedopt,FedOpt,FedAdam,grid_FedAdam_lr_0p0165_e9,0.8118609406952966,0.0,0.041896985440980646,0.0,500.357,,0.016454811464286817,9,,0.005781649782731609,,0.9,0.9,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdam_grid_FedAdam_lr_0p0165_e9,fedopt,FedOpt,FedAdam,grid_FedAdam_lr_0p0165_e9,0.8215746421267893,0.0,0.016272037922753953,0.0,502.029,,0.016454811464286817,9,,0.011563299565463219,,0.9,0.9,0.001,,,,,,,,,,,,,
