status,search_stage,candidate_id,algorithm_key,algorithm_group,algorithm_name,variant,server_accuracy_mean,server_accuracy_margin_of_error,validation_loss_mean,validation_loss_margin_of_error,elapsed_seconds,error,step_size,num_local_epochs,mu,server_step_size,beta,beta_1,beta_2,tau,use_momentum,use_prox,use_server_momentum,gamma,rho,local_solver,solver_args.beta1,solver_args.beta2,solver_args.epsilon,solver_args.momentum,alpha,eta,skip_probability
ok,random,random_FedProx_FedProx_random_00,fedprox,FedProx,FedProx,random_00,0.21881390593047034,0.0,3.3613887667655944,0.0,39.387,,0.02197875882622001,1,0.5947037608249515,,,,,,,,,,,,,,,,,,
ok,random,random_FedProx_FedProx_random_01,fedprox,FedProx,FedProx,random_01,0.439161554192229,0.0,1.8933961760997773,0.0,71.823,,0.015953332630858786,2,0.00044560663809462356,,,,,,,,,,,,,,,,,,
ok,random,random_FedProx_FedProx_random_02,fedprox,FedProx,FedProx,random_02,0.04805725971370143,0.0,3.6072103357315064,0.0,117.924,,0.0018316380118979334,3,0.00013938658930220593,,,,,,,,,,,,,,,,,,
ok,random,random_FedProx_FedProx_random_03,fedprox,FedProx,FedProx,random_03,0.8029141104294478,0.0,0.3606934268400073,0.0,157.302,,0.04300976356176369,3,0.10939852126206555,,,,,,,,,,,,,,,,,,
ok,random,random_FedProx_FedProx_random_04,fedprox,FedProx,FedProx,random_04,0.6628323108384458,0.0,0.9771583449840545,0.0,120.213,,0.027027155161674428,2,0.050128100437189065,,,,,,,,,,,,,,,,,,
ok,random,random_FedProx_FedProx_random_05,fedprox,FedProx,FedProx,random_05,0.7131901840490797,0.0,0.5108100637793541,0.0,492.98,,0.008317984437917368,8,0.00017228772285997422,,,,,,,,,,,,,,,,,,
ok,random,random_FedProx_FedProx_random_06,fedprox,FedProx,FedProx,random_06,0.8228527607361963,0.0,0.261599001660943,0.0,219.623,,0.07544379263057296,3,0.012943809545295787,,,,,,,,,,,,,,,,,,
ok,random,random_FedProx_FedProx_random_07,fedprox,FedProx,FedProx,random_07,0.696319018404908,0.0,0.5662494643777609,0.0,566.363,,0.007795544614723991,8,0.00018460833685377876,,,,,,,,,,,,,,,,,,
ok,random,random_FedProx_FedProx_random_08,fedprox,FedProx,FedProx,random_08,0.05086912065439673,0.0,3.5810506558418274,0.0,80.328,,0.01152143892908153,1,0.012623502491297506,,,,,,,,,,,,,,,,,,
ok,random,random_FedProx_FedProx_random_09,fedprox,FedProx,FedProx,random_09,0.7287832310838446,0.0,0.5453424125909805,0.0,360.937,,0.014397442965718923,5,0.00023156225239760354,,,,,,,,,,,,,,,,,,
ok,random,random_FedProx_FedProx_random_10,fedprox,FedProx,FedProx,random_10,0.05828220858895705,0.0,3.6288495588302614,0.0,181.883,,0.0015783537679703186,2,0.0009280610530942216,,,,,,,,,,,,,,,,,,
ok,random,random_FedProx_FedProx_random_11,fedprox,FedProx,FedProx,random_11,0.2607361963190184,0.0,2.909487771987915,0.0,1078.292,,0.001660549280704065,10,0.004097369662098356,,,,,,,,,,,,,,,,,,
ok,grid,grid_FedProx_FedProx_grid_lr_0p0377_e2_mu_0p00647,fedprox,FedProx,FedProx,grid_lr_0p0377_e2_mu_0p00647,0.7428425357873211,0.0,0.6665315206348896,0.0,236.197,,0.03772189631528648,2,0.006471904772647893,,,,,,,,,,,,,,,,,,
ok,grid,grid_FedProx_FedProx_grid_lr_0p0377_e2_mu_0p0129,fedprox,FedProx,FedProx,grid_lr_0p0377_e2_mu_0p0129,0.7446319018404908,0.0,0.6562783458828926,0.0,236.393,,0.03772189631528648,2,0.012943809545295787,,,,,,,,,,,,,,,,,,
ok,grid,grid_FedProx_FedProx_grid_lr_0p0377_e2_mu_0p0259,fedprox,FedProx,FedProx,grid_lr_0p0377_e2_mu_0p0259,0.7413087934560327,0.0,0.660460911616683,0.0,236.969,,0.03772189631528648,2,0.025887619090591573,,,,,,,,,,,,,,,,,,
