status,search_stage,candidate_id,algorithm_key,algorithm_group,algorithm_name,variant,server_balanced_accuracy_mean,server_balanced_accuracy_margin_of_error,server_accuracy_mean,validation_loss_mean,validation_loss_margin_of_error,elapsed_seconds,error,step_size,num_local_epochs,mu,server_step_size,beta,beta_1,beta_2,tau,use_momentum,use_prox,use_server_momentum,gamma,rho,local_solver,solver_args.beta1,solver_args.beta2,solver_args.epsilon,solver_args.momentum,alpha,eta,skip_probability
ok,reference,reference_FedAvg_FedAvg_reference_0,fedavg,FedAvg,FedAvg,reference_0,0.6419638418445646,0.0,0.6127991395536434,1.2559538575945146,0.0,819.61,,0.01,1,,,,,,,,,,,,,,,,,,,
ok,reference,reference_FedAvg_FedAvg_reference_1,fedavg,FedAvg,FedAvg,reference_1,0.6773982571850663,0.0,0.631083624630277,0.6181552363466639,0.0,1551.383,,0.01,2,,,,,,,,,,,,,,,,,,,
ok,reference,reference_FedAvg_FedAvg_reference_2,fedavg,FedAvg,FedAvg,reference_2,0.7122652217057732,0.0,0.7031460069911266,0.29643931170302973,0.0,2988.464,,0.01,4,,,,,,,,,,,,,,,,,,,
ok,random,random_FedAvg_FedAvg_random_00,fedavg,FedAvg,FedAvg,random_00,0.6148760733983687,0.0,0.624630276956171,1.672264066763766,0.0,862.233,,0.006471621989857448,1,,,,,,,,,,,,,,,,,,,
ok,random,random_FedAvg_FedAvg_random_01,fedavg,FedAvg,FedAvg,random_01,0.7014539704419014,0.0,0.6738370529712289,0.7644629302307467,0.0,1559.28,,0.0352112209083893,2,,,,,,,,,,,,,,,,,,,
ok,random,random_FedAvg_FedAvg_random_02,fedavg,FedAvg,FedAvg,random_02,0.6532431109422898,0.0,0.6367303038451196,1.2900181386042544,0.0,1593.781,,0.004199812982497644,2,,,,,,,,,,,,,,,,,,,
ok,random,random_FedAvg_FedAvg_random_03,fedavg,FedAvg,FedAvg,random_03,0.3860319969480006,0.0,0.4624899166442592,7.015537960817472,0.0,862.055,,0.00022630709130805275,1,,,,,,,,,,,,,,,,,,,
ok,random,random_FedAvg_FedAvg_random_04,fedavg,FedAvg,FedAvg,random_04,0.6052441689853774,0.0,0.6493681097069105,1.7867034730743303,0.0,1584.763,,0.002231318357983593,2,,,,,,,,,,,,,,,,,,,
ok,random,random_FedAvg_FedAvg_random_05,fedavg,FedAvg,FedAvg,random_05,0.6561830894917599,0.0,0.5966657703683786,1.845307157297049,0.0,859.747,,0.016013056680630116,1,,,,,,,,,,,,,,,,,,,
ok,random,random_FedAvg_FedAvg_random_06,fedavg,FedAvg,FedAvg,random_06,0.7011083424272804,0.0,0.6732992739983866,0.4451095387918309,0.0,2307.328,,0.01123440788706345,3,,,,,,,,,,,,,,,,,,,
ok,random,random_FedAvg_FedAvg_random_07,fedavg,FedAvg,FedAvg,random_07,0.693354931046191,0.0,0.6792148426996505,0.3519740138933325,0.0,3030.277,,0.0071790218875614565,4,,,,,,,,,,,,,,,,,,,
ok,grid,grid_FedAvg_FedAvg_grid_lr_0p005_e3,fedavg,FedAvg,FedAvg,grid_lr_0p005_e3,0.674557626556392,0.0,0.6560903468674375,0.8190342972339711,0.0,2295.564,,0.005,3,,,,,,,,,,,,,,,,,,,
ok,grid,grid_FedAvg_FedAvg_grid_lr_0p005_e4,fedavg,FedAvg,FedAvg,grid_lr_0p005_e4,0.6735386026128669,0.0,0.6603925786501748,0.5588846884487347,0.0,3042.903,,0.005,4,,,,,,,,,,,,,,,,,,,
ok,grid,grid_FedAvg_FedAvg_grid_lr_0p005_e5,fedavg,FedAvg,FedAvg,grid_lr_0p005_e5,0.6729872349010739,0.0,0.6757192793761764,0.3322325697286089,0.0,3786.945,,0.005,5,,,,,,,,,,,,,,,,,,,
ok,grid,grid_FedAvg_FedAvg_grid_lr_0p01_e3,fedavg,FedAvg,FedAvg,grid_lr_0p01_e3,0.6924302611592865,0.0,0.6824415165367034,0.4352137298449133,0.0,2292.447,,0.01,3,,,,,,,,,,,,,,,,,,,
ok,grid,grid_FedAvg_FedAvg_grid_lr_0p01_e4,fedavg,FedAvg,FedAvg,grid_lr_0p01_e4,0.6979209146768782,0.0,0.7031460069911266,0.2972135136386581,0.0,3031.738,,0.01,4,,,,,,,,,,,,,,,,,,,
ok,grid,grid_FedAvg_FedAvg_grid_lr_0p01_e5,fedavg,FedAvg,FedAvg,grid_lr_0p01_e5,0.6994114987526243,0.0,0.717397149771444,0.16587294225968177,0.0,3738.789,,0.01,5,,,,,,,,,,,,,,,,,,,
ok,grid,grid_FedAvg_FedAvg_grid_lr_0p02_e3,fedavg,FedAvg,FedAvg,grid_lr_0p02_e3,0.7110809856293647,0.0,0.7130949179887066,0.252104887930576,0.0,2284.888,,0.02,3,,,,,,,,,,,,,,,,,,,
ok,grid,grid_FedAvg_FedAvg_grid_lr_0p02_e4,fedavg,FedAvg,FedAvg,grid_lr_0p02_e4,0.7174902437898579,0.0,0.7087926862059694,0.25117767837967364,0.0,3011.275,,0.02,4,,,,,,,,,,,,,,,,,,,
ok,grid,grid_FedAvg_FedAvg_grid_lr_0p02_e5,fedavg,FedAvg,FedAvg,grid_lr_0p02_e5,0.7079400482703313,0.0,0.7389083086851305,0.0840754245195473,0.0,3733.921,,0.02,5,,,,,,,,,,,,,,,,,,,
