status,search_stage,candidate_id,algorithm_key,algorithm_group,algorithm_name,variant,server_accuracy_mean,server_accuracy_margin_of_error,validation_loss_mean,validation_loss_margin_of_error,elapsed_seconds,error,step_size,num_local_epochs,mu,server_step_size,beta,beta_1,beta_2,tau,use_momentum,use_prox,use_server_momentum,gamma,rho,local_solver,solver_args.beta1,solver_args.beta2,solver_args.epsilon,solver_args.momentum,alpha,eta,skip_probability
ok,random,random_FedNova_FedNova_momentum_random_00,fednova,FedNova,FedNova,momentum_random_00,0.7269938650306749,0.0,0.5547789872437715,0.0,1067.336,,0.0024223094857724614,8,,,0.9,,,,True,,,,,,,,,,,,
ok,random,random_FedNova_FedNova_all_three_random_01,fednova,FedNova,FedNova,all_three_random_01,0.6600204498977505,0.0,1.0321115201711655,0.0,324.402,,0.010514878082131786,2,0.01,,0.5,,,,True,True,True,0.5,,,,,,,,,
ok,random,random_FedNova_FedNova_prox_random_02,fednova,FedNova,FedNova,prox_random_02,0.09764826175869121,0.0,3.635861988067627,0.0,449.999,,0.0011514810219395832,3,0.01,,,,,,,True,,,,,,,,,,,
ok,random,random_FedNova_FedNova_both_momentums_random_03,fednova,FedNova,FedNova,both_momentums_random_03,0.820040899795501,0.0,0.28059156699106097,0.0,447.619,,0.019534276235441853,3,,,0.9,,,,True,,True,0.5,,,,,,,,,
ok,random,random_FedNova_FedNova_both_momentums_random_04,fednova,FedNova,FedNova,both_momentums_random_04,0.2962678936605317,0.0,2.999919092655182,0.0,187.083,,0.014022946020429895,1,,,0.5,,,,True,,True,0.5,,,,,,,,,
ok,random,random_FedNova_FedNova_plain_random_05,fednova,FedNova,FedNova,plain_random_05,0.7960122699386503,0.0,0.38579946730285886,0.0,396.099,,0.03935618684492148,3,,,,,,,,,,,,,,,,,,,
ok,random,random_FedNova_FedNova_both_momentums_random_06,fednova,FedNova,FedNova,both_momentums_random_06,0.8348670756646217,0.0,0.1672821220383048,0.0,395.999,,0.007890100676869533,3,,,0.5,,,,True,,True,0.9,,,,,,,,,
ok,random,random_FedNova_FedNova_plain_random_07,fednova,FedNova,FedNova,plain_random_07,0.09637014314928426,0.0,3.6133093452453613,0.0,178.336,,0.007975061487786522,1,,,,,,,,,,,,,,,,,,,
ok,random,random_FedNova_FedNova_server_momentum_random_08,fednova,FedNova,FedNova,server_momentum_random_08,0.814161554192229,0.0,0.03008977205725387,0.0,1165.458,,0.007806572425800821,10,,,,,,,,,True,0.9,,,,,,,,,
ok,random,random_FedNova_FedNova_prox_random_09,fednova,FedNova,FedNova,prox_random_09,0.06978527607361963,0.0,3.653704993724823,0.0,176.375,,0.001473572892893207,1,0.0005,,,,,,,True,,,,,,,,,,,
ok,random,random_FedNova_FedNova_all_three_random_10,fednova,FedNova,FedNova,all_three_random_10,0.04524539877300614,0.0,3.640396854877472,0.0,176.816,,0.002576148433633275,1,0.001,,0.5,,,,True,True,True,0.5,,,,,,,,,
ok,random,random_FedNova_FedNova_server_momentum_random_11,fednova,FedNova,FedNova,server_momentum_random_11,0.6480061349693251,0.0,0.7275272232294082,0.0,1163.044,,0.002715477273831573,10,,,,,,,,,True,0.5,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00395_e2_0,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00395_e2_0,0.15669734151329243,0.0,3.3716027426719664,0.0,287.885,,0.003945050338434767,2,,,0.5,,,,True,,True,0.5,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00395_e2_1,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00395_e2_1,0.7753067484662577,0.0,0.5510470475256443,0.0,288.707,,0.003945050338434767,2,,,0.5,,,,True,,True,0.9,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00395_e2_2,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00395_e2_2,0.21140081799591,0.0,3.2534451913833617,0.0,277.802,,0.003945050338434767,2,,,0.75,,,,True,,True,0.5,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00395_e3_0,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00395_e3_0,0.48568507157464214,0.0,1.667376149892807,0.0,346.92,,0.003945050338434767,3,,,0.5,,,,True,,True,0.5,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00395_e3_1,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00395_e3_1,0.8128834355828221,0.0,0.31189481444656847,0.0,345.661,,0.003945050338434767,3,,,0.5,,,,True,,True,0.9,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00395_e3_2,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00395_e3_2,0.5513803680981595,0.0,1.4277555161714555,0.0,321.294,,0.003945050338434767,3,,,0.75,,,,True,,True,0.5,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00395_e3_3,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00395_e3_3,0.8146728016359919,0.0,0.2765288814902306,0.0,298.891,,0.003945050338434767,3,,,0.75,,,,True,,True,0.9,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00395_e4_0,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00395_e4_0,0.6229550102249489,0.0,1.0048393666744233,0.0,380.833,,0.003945050338434767,4,,,0.5,,,,True,,True,0.5,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00395_e4_1,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00395_e4_1,0.8223415132924335,0.0,0.19980838242918253,0.0,382.018,,0.003945050338434767,4,,,0.5,,,,True,,True,0.9,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00395_e4_2,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00395_e4_2,0.7016871165644172,0.0,0.7652445450425148,0.0,350.363,,0.003945050338434767,4,,,0.75,,,,True,,True,0.5,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00395_e4_3,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00395_e4_3,0.8269427402862985,0.0,0.16826250409707427,0.0,320.664,,0.003945050338434767,4,,,0.75,,,,True,,True,0.9,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00789_e2_1,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00789_e2_1,0.8185071574642127,0.0,0.30353199895471333,0.0,182.182,,0.007890100676869533,2,,,0.5,,,,True,,True,0.9,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00789_e2_2,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00789_e2_2,0.5897239263803681,0.0,1.3907250297069549,0.0,181.964,,0.007890100676869533,2,,,0.75,,,,True,,True,0.5,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00789_e2_3,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00789_e2_3,0.8246421267893661,0.0,0.2857404759153724,0.0,183.8,,0.007890100676869533,2,,,0.75,,,,True,,True,0.9,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00789_e3_1,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00789_e3_1,0.8320552147239264,0.0,0.1681302037462592,0.0,250.59,,0.007890100676869533,3,,,0.5,,,,True,,True,0.9,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00789_e3_2,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00789_e3_2,0.7561349693251533,0.0,0.5863091620802879,0.0,248.949,,0.007890100676869533,3,,,0.75,,,,True,,True,0.5,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00789_e3_3,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00789_e3_3,0.8323108384458078,0.0,0.14891255299560727,0.0,252.182,,0.007890100676869533,3,,,0.75,,,,True,,True,0.9,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00789_e4_0,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00789_e4_0,0.7791411042944786,0.0,0.41553225241601466,0.0,279.779,,0.007890100676869533,4,,,0.5,,,,True,,True,0.5,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00789_e4_1,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00789_e4_1,0.8328220858895705,0.0,0.09450271999463439,0.0,256.298,,0.007890100676869533,4,,,0.5,,,,True,,True,0.9,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p00789_e4_3,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p00789_e4_3,0.8277096114519428,0.0,0.08006602751091123,0.0,258.237,,0.007890100676869533,4,,,0.75,,,,True,,True,0.9,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p0158_e2_1,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p0158_e2_1,0.8289877300613497,0.0,0.1699735652282834,0.0,146.248,,0.015780201353739066,2,,,0.5,,,,True,,True,0.9,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p0158_e2_2,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p0158_e2_2,0.7737730061349694,0.0,0.5951859929412603,0.0,145.147,,0.015780201353739066,2,,,0.75,,,,True,,True,0.5,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p0158_e3_1,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p0158_e3_1,0.8358895705521472,0.0,0.08197082796599715,0.0,202.469,,0.015780201353739066,3,,,0.5,,,,True,,True,0.9,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p0158_e3_2,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p0158_e3_2,0.8190184049079755,0.0,0.3163067405112088,0.0,200.88,,0.015780201353739066,3,,,0.75,,,,True,,True,0.5,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p0158_e4_0,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p0158_e4_0,0.8190184049079755,0.0,0.21461317954584958,0.0,257.503,,0.015780201353739066,4,,,0.5,,,,True,,True,0.5,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p0158_e4_1,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p0158_e4_1,0.8223415132924335,0.0,0.04120133909862488,0.0,256.859,,0.015780201353739066,4,,,0.5,,,,True,,True,0.9,,,,,,,,,
ok,grid,grid_FedNova_FedNova_grid_both_momentums_random_06_lr_0p0158_e4_2,fednova,FedNova,FedNova,grid_both_momentums_random_06_lr_0p0158_e4_2,0.8220858895705522,0.0,0.2000710736401379,0.0,256.22,,0.015780201353739066,4,,,0.75,,,,True,,True,0.5,,,,,,,,,
