status,search_stage,candidate_id,algorithm_key,algorithm_group,algorithm_name,variant,server_accuracy_mean,server_accuracy_margin_of_error,validation_loss_mean,validation_loss_margin_of_error,elapsed_seconds,error,step_size,num_local_epochs,mu,server_step_size,beta,beta_1,beta_2,tau,use_momentum,use_prox,use_server_momentum,gamma,rho,local_solver,solver_args.beta1,solver_args.beta2,solver_args.epsilon,solver_args.momentum,alpha,eta,skip_probability
ok,random,random_FedDyn_FedDyn_random_00,feddyn,FedDyn,FedDyn,random_00,0.8179959100204499,0.0,0.33605719719082117,0.0,81.325,,0.013804210088465925,1,,,,,,,,,,,,,,,,,0.5947037608249515,,
ok,random,random_FedDyn_FedDyn_random_01,feddyn,FedDyn,FedDyn,random_01,0.7783742331288344,0.0,0.2422763224039227,0.0,150.921,,0.010514878082131786,2,,,,,,,,,,,,,,,,,0.00044560663809462356,,
ok,random,random_FedDyn_FedDyn_random_02,feddyn,FedDyn,FedDyn,random_02,0.7625255623721882,0.0,0.594760380089283,0.0,220.756,,0.001672161957573241,3,,,,,,,,,,,,,,,,,0.00013938658930220593,,
ok,random,random_FedDyn_FedDyn_random_03,feddyn,FedDyn,FedDyn,random_03,0.7914110429447853,0.0,0.19532906171240028,0.0,221.013,,0.02441691061516309,3,,,,,,,,,,,,,,,,,0.10939852126206555,,
ok,random,random_FedDyn_FedDyn_random_04,feddyn,FedDyn,FedDyn,random_04,0.7903885480572597,0.0,0.1952785492548719,0.0,148.881,,0.016454811464286817,2,,,,,,,,,,,,,,,,,0.050128100437189065,,
ok,random,random_FedDyn_FedDyn_random_05,feddyn,FedDyn,FedDyn,random_05,0.8001022494887525,0.0,0.22424359579585143,0.0,567.824,,0.006047022445777165,8,,,,,,,,,,,,,,,,,0.00017228772285997422,,
ok,random,random_FedDyn_FedDyn_random_06,feddyn,FedDyn,FedDyn,random_06,0.7200920245398773,0.0,3.603448262186721,0.0,265.224,,0.03935618684492148,3,,,,,,,,,,,,,,,,,0.012943809545295787,,
ok,random,random_FedDyn_FedDyn_random_07,feddyn,FedDyn,FedDyn,random_07,0.7888548057259713,0.0,0.1439230628623045,0.0,880.545,,0.005722821409268382,8,,,,,,,,,,,,,,,,,0.00018460833685377876,,
ok,random,random_FedDyn_FedDyn_random_08,feddyn,FedDyn,FedDyn,random_08,0.7719836400817995,0.0,0.5587850108742713,0.0,124.528,,0.007975061487786522,1,,,,,,,,,,,,,,,,,0.012623502491297506,,
ok,random,random_FedDyn_FedDyn_random_09,feddyn,FedDyn,FedDyn,random_09,0.786042944785276,0.0,0.4008302279314375,0.0,568.403,,0.009637092939531864,5,,,,,,,,,,,,,,,,,0.00023156225239760354,,
ok,random,random_FedDyn_FedDyn_random_10,feddyn,FedDyn,FedDyn,random_10,0.7029652351738241,0.0,0.8597227607667446,0.0,237.461,,0.001473572892893207,2,,,,,,,,,,,,,,,,,0.0009280610530942216,,
ok,random,random_FedDyn_FedDyn_random_11,feddyn,FedDyn,FedDyn,random_11,0.7747955010224948,0.0,0.15386885706335307,0.0,1220.776,,0.0015385108888574864,10,,,,,,,,,,,,,,,,,0.004097369662098356,,
ok,grid,grid_FedDyn_FedDyn_grid_lr_0p0069_e1_alpha_0p297,feddyn,FedDyn,FedDyn,grid_lr_0p0069_e1_alpha_0p297,0.7799079754601227,0.0,0.5703877282887697,0.0,141.185,,0.006902105044232962,1,,,,,,,,,,,,,,,,,0.29735188041247573,,
ok,grid,grid_FedDyn_FedDyn_grid_lr_0p0069_e1_alpha_0p595,feddyn,FedDyn,FedDyn,grid_lr_0p0069_e1_alpha_0p595,0.781441717791411,0.0,0.5961315952986479,0.0,141.919,,0.006902105044232962,1,,,,,,,,,,,,,,,,,0.5947037608249515,,
